Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
14705,1263,61597.0,1590,53.0,17.0,210,60774.0,1.0,1.0,48.0,112.0,48.0,48.0,48.0,0.0,112.0,112.0,112.0,0.0,2632.704775,32.90880969,60774.0,0.0,60774.0,60774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,16.45440484,16.45440484,48.0,112.0,69.33333333,36.95041723,1365.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0,48.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,112.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
4594,1265,80.0,1088,51642.0,6.0,210,746.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.965147,746.0,0.0,746.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,1340.482574,1340.482574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,227.0,229.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
4602,845,51758.0,1601,80.0,6.0,210,5793354.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.690446329,1931118.0,3344000.364,5792437.0,108.0,5793354.0,2896677.0,4095223.065,5792437.0,917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.517834747,0.172611582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4604,845,51778.0,1601,80.0,6.0,210,9855220.0,4.0,4.0,383.0,370.0,383.0,0.0,95.75,191.5,370.0,0.0,92.5,185.0,76.4062091,0.811752553,1407888.571,2403815.743,5003372.0,93.0,4851848.0,1617282.667,2798615.194,4848845.0,684.0,9855127.0,3285042.333,2844627.055,5003959.0,1559.0,0.0,0.0,0.0,0.0,136.0,136.0,0.405876277,0.405876277,0.0,383.0,83.66666667,166.0527025,27573.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,94.125,95.75,92.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,383.0,4.0,370.0,29200.0,235.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
1895,758,443.0,1593,51186.0,6.0,210,48.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,41666.66667,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,5245.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
23698,2852,80.0,1593,51176.0,6.0,210,3233.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3711.722858,618.6204763,3233.0,0.0,3233.0,3233.0,3233.0,3233.0,0.0,3233.0,3233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,618.6204763,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,106.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
42839,1258,51316.0,1599,53.0,17.0,210,162.0,2.0,2.0,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,1308641.975,24691.35802,54.0,53.25410782,110.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,12345.67901,12345.67901,45.0,61.0,51.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.25,45.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,122.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1424,1258,51202.0,900,80.0,6.0,210,115278944.0,19.0,18.0,1013.0,11490.0,911.0,0.0,53.31578947,207.7022582,2920.0,0.0,638.3333333,1122.019241,108.4586618,0.320960608,3202192.889,4646955.242,10000000.0,16.0,115000000.0,6404385.778,4799363.65,10000000.0,208.0,110000000.0,6488791.353,4936252.931,10000000.0,191.0,0.0,0.0,0.0,0.0,392.0,504.0,0.16481761,0.156142999,0.0,2920.0,329.0263158,829.4076195,687916.9993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,337.9189189,53.31578947,638.3333333,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1013.0,18.0,11490.0,8192.0,61.0,18.0,20.0,25989.36364,8417.055284,51367.0,23276.0,10000000.0,3731.485678,10000000.0,9999150.0,BENIGN
42916,1258,51462.0,1599,53.0,17.0,210,200.0,2.0,2.0,66.0,180.0,33.0,33.0,33.0,0.0,90.0,90.0,90.0,0.0,1230000.0,20000.0,66.66666667,74.76853171,149.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,10000.0,10000.0,33.0,90.0,55.8,31.22018578,974.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.75,33.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,2.0,180.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
4606,845,51816.0,1601,80.0,6.0,210,34296921.0,203.0,104.0,43906.0,72187.0,602.0,0.0,216.2857143,228.4931854,1068.0,0.0,694.1057692,362.6086692,3384.939424,8.951240842,112081.4412,292572.9937,2332800.0,48.0,34300000.0,169771.1386,346553.0844,2332800.0,876.0,34300000.0,332978.6019,452857.7738,2333683.0,48.0,0.0,0.0,0.0,0.0,6504.0,3336.0,5.918898667,3.032342174,0.0,1068.0,376.9253247,360.6566003,130073.1833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,378.1530945,216.2857143,694.1057692,0.0,0.0,0.0,0.0,0.0,0.0,203.0,43906.0,104.0,72187.0,29200.0,1176.0,101.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4608,845,51836.0,1601,80.0,6.0,210,5700822.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7016532,1900274.0,3290788.289,5700149.0,108.0,5700822.0,2850411.0,4030138.129,5700149.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.5262399,0.1754133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4568,845,51310.0,1601,80.0,6.0,210,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60606.06061,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,30303.0303,30303.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1444.0,1174.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4610,845,51856.0,1601,80.0,6.0,210,5410353.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.739323294,1803451.0,3123056.487,5409646.0,156.0,5410353.0,2705176.5,3824697.446,5409646.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.55449247,0.184830823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4612,845,51894.0,1601,80.0,6.0,210,5877412.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680571653,1959137.333,3392558.98,5876527.0,157.0,5877412.0,2938706.0,4154706.302,5876527.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.51042874,0.170142913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4614,845,51914.0,1601,80.0,6.0,210,5606073.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713511936,1868691.0,3235905.668,5605193.0,131.0,5606073.0,2803036.5,3962847.726,5605193.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.535133952,0.178377984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4604,845,51778.0,1601,80.0,6.0,210,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.53846,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,19230.76923,19230.76923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,237.0,235.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4616,845,51952.0,1601,80.0,6.0,210,5914324.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676324124,1971441.333,3414040.735,5913636.0,118.0,5914324.0,2957162.0,4181085.628,5913636.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.507243093,0.169081031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
14860,1263,61752.0,1590,53.0,17.0,210,172335.0,1.0,1.0,53.0,146.0,53.0,53.0,53.0,0.0,146.0,146.0,146.0,0.0,1154.727711,11.60530362,172335.0,0.0,172335.0,172335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,5.802651812,5.802651812,53.0,146.0,84.0,53.69357503,2883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,53.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,146.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
4618,845,51972.0,1601,80.0,6.0,210,5648009.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708214169,1882669.667,3260285.428,5647323.0,158.0,5648009.0,2824004.5,3992775.314,5647323.0,686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.531160627,0.177053542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
15469,1263,62361.0,1590,53.0,17.0,210,74414314.0,2.0,2.0,94.0,294.0,48.0,46.0,47.0,1.414213562,216.0,78.0,147.0,97.5807358,5.214050619,0.053753099,24800000.0,42900000.0,74300000.0,31723.0,74400000.0,74400000.0,0.0,74400000.0,74400000.0,74400000.0,74400000.0,0.0,74400000.0,74400000.0,0.0,0.0,0.0,0.0,52.0,52.0,0.02687655,0.02687655,46.0,216.0,86.8,73.4928568,5401.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.5,47.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,94.0,2.0,294.0,-1.0,-1.0,1.0,20.0,60431.0,0.0,60431.0,60431.0,74300000.0,0.0,74300000.0,74300000.0,BENIGN
15144,1263,62036.0,1590,53.0,17.0,210,78232.0,1.0,1.0,43.0,149.0,43.0,43.0,43.0,0.0,149.0,149.0,149.0,0.0,2454.238675,25.56498619,78232.0,0.0,78232.0,78232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,12.7824931,12.7824931,43.0,149.0,78.33333333,61.19912853,3745.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,117.5,43.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,1.0,149.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
49334,1258,64707.0,1599,53.0,17.0,210,115757023.0,4.0,4.0,140.0,564.0,38.0,32.0,35.0,3.464101615,144.0,138.0,141.0,3.464101615,6.081704434,0.069110278,16500000.0,43800000.0,116000000.0,3.0,116000000.0,38600000.0,66800000.0,116000000.0,3.0,116000000.0,38600000.0,66800000.0,116000000.0,48.0,0.0,0.0,0.0,0.0,80.0,80.0,0.034555139,0.034555139,32.0,144.0,81.77777778,56.27116886,3166.444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,35.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,140.0,4.0,564.0,-1.0,-1.0,3.0,20.0,196.0,0.0,196.0,196.0,116000000.0,0.0,116000000.0,116000000.0,BENIGN
47889,1258,61704.0,1599,53.0,17.0,210,31267.0,4.0,2.0,152.0,288.0,38.0,38.0,38.0,0.0,144.0,144.0,144.0,0.0,14072.34464,191.8956088,6253.4,10825.31758,25003.0,3.0,25009.0,8336.333333,14433.75673,25003.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,104.0,64.0,127.9304059,63.96520293,38.0,144.0,68.28571429,51.72270387,2675.238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.66666667,38.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,152.0,2.0,288.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
45047,1258,55784.0,1599,53.0,17.0,210,59247.0,4.0,2.0,132.0,246.0,33.0,33.0,33.0,0.0,123.0,123.0,123.0,0.0,6380.069877,101.2709504,11849.4,16569.76327,34425.0,3.0,24819.0,8273.0,14315.4008,24803.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,104.0,40.0,67.51396695,33.75698348,33.0,123.0,58.71428571,43.91550328,1928.571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,33.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,132.0,2.0,246.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
4620,845,51992.0,1601,80.0,6.0,210,5374214.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744294887,1791404.667,3102191.627,5373507.0,142.0,5374214.0,2687107.0,3799143.314,5373507.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.558221165,0.186073722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
13271,1263,60162.0,1590,53.0,17.0,210,32198.0,1.0,1.0,36.0,52.0,36.0,36.0,36.0,0.0,52.0,52.0,52.0,0.0,2733.089012,62.11565936,32198.0,0.0,32198.0,32198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,31.05782968,31.05782968,36.0,52.0,41.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,36.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,52.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
42531,1258,50650.0,1599,53.0,17.0,210,60498.0,4.0,2.0,156.0,200.0,39.0,39.0,39.0,0.0,100.0,100.0,100.0,0.0,5884.492049,99.17683229,12099.6,17059.31708,36014.0,1.0,24480.0,8160.0,14130.07052,24476.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,104.0,64.0,66.11788819,33.0589441,39.0,100.0,56.42857143,29.76495222,885.952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.83333333,39.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,156.0,2.0,200.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
4621,845,52030.0,1601,80.0,6.0,210,5827847.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686359817,1942615.667,3364108.018,5827153.0,151.0,5827847.0,2913923.5,4119928.669,5827153.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.514769863,0.171589954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4622,845,52050.0,1601,80.0,6.0,210,5557914.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719694475,1852638.0,3208095.865,5557028.0,93.0,5557914.0,2778957.0,3928785.685,5557028.0,886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.539770856,0.179923619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4623,845,52070.0,1601,80.0,6.0,210,5296518.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755213142,1765506.0,3057181.408,5295635.0,134.0,5296518.0,2648259.0,3743955.044,5295635.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.566409856,0.188803285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
89865,4038,0.0,4913,0.0,0.0,210,114656661.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.622234577,619765.7351,1606679.581,10100000.0,0.0,115000000.0,619765.7351,1606679.581,10100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.622234577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,11100000.0,11500000.0,34000000.0,3499694.0,6882233.714,1855961.337,10100000.0,5116871.0,BENIGN
13992,1263,60884.0,1590,53.0,17.0,210,110011971.0,3.0,3.0,155.0,330.0,64.0,43.0,51.66666667,10.96965511,154.0,59.0,110.0,47.88527958,4.408611132,0.054539519,22000000.0,44100000.0,101000000.0,90123.0,110000000.0,54900000.0,64800000.0,101000000.0,9126013.0,110000000.0,54900000.0,64900000.0,101000000.0,9004329.0,0.0,0.0,0.0,0.0,84.0,84.0,0.02726976,0.02726976,43.0,154.0,75.42857143,43.12330052,1859.619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,51.66666667,110.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,155.0,3.0,330.0,-1.0,-1.0,2.0,20.0,150965.0,86043.58156,211807.0,90123.0,54800000.0,64900000.0,101000000.0,8914206.0,BENIGN
71027,1266,52604.0,1599,53.0,17.0,210,711591.0,2.0,2.0,70.0,102.0,35.0,35.0,35.0,0.0,51.0,51.0,51.0,0.0,241.7118822,5.621206564,237197.0,410792.2227,711539.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,64.0,64.0,2.810603282,2.810603282,35.0,51.0,41.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.75,35.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,2.0,102.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
4620,1265,80.0,1088,51992.0,6.0,210,749.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.226969,749.0,0.0,749.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,1335.113485,1335.113485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,227.0,229.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
4626,845,52108.0,1601,80.0,6.0,210,5765594.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693770668,1921864.667,3328011.227,5764721.0,80.0,5765594.0,2882797.0,4075656.007,5764721.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.520328001,0.173442667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
4629,845,52128.0,1601,80.0,6.0,210,5485553.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729188106,1828517.667,3166323.415,5484673.0,123.0,5485553.0,2742776.5,3877627.217,5484673.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.546891079,0.182297026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack  Brute Force
